MET,PosX,PosY,PosZ,RotX,RotY,RotZ,RotW,AccX,AccY,AccZ,VelX,VelY,VelZ,Thrust1,Thrust2,Thrust3,Thrust4,Thrust5,Thrust6,Thrust7
182.00,979628.098857,-5660598.577249,3108069.362847,-0.317105,0.458855,-0.797123,0.231283,4.169956,0.000000,5.371356,781.490231,-829.223713,514.750585,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
182.10,979706.282711,-5660681.454364,3108120.816669,-0.317267,0.458808,-0.797058,0.231376,4.172143,0.000000,5.369658,781.838540,-828.771150,514.538214,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
182.20,979784.501415,-5660764.286204,3108172.249245,-0.317430,0.458761,-0.796994,0.231470,4.174329,0.000000,5.367958,782.187041,-828.318404,514.325762,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
182.30,979862.754988,-5660847.072752,3108223.660568,-0.317592,0.458713,-0.796929,0.231563,4.176515,0.000000,5.366258,782.535734,-827.865475,514.113228,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
182.40,979941.043450,-5660929.813988,3108275.050629,-0.317754,0.458666,-0.796864,0.231657,4.178700,0.000000,5.364556,782.884617,-827.412364,513.900613,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
182.50,980019.366819,-5661012.509895,3108326.419421,-0.317917,0.458619,-0.796800,0.231750,4.180884,0.000000,5.362854,783.233692,-826.959069,513.687916,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
182.60,980097.725115,-5661095.160454,3108377.766934,-0.318079,0.458572,-0.796735,0.231843,4.183068,0.000000,5.361151,783.582958,-826.505592,513.475138,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
182.70,980176.118356,-5661177.765647,3108429.093162,-0.318241,0.458525,-0.796670,0.231937,4.185251,0.000000,5.359447,783.932415,-826.051931,513.262279,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
182.80,980254.546563,-5661260.325456,3108480.398096,-0.318403,0.458477,-0.796605,0.232030,4.187433,0.000000,5.357742,784.282063,-825.598087,513.049338,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
182.90,980333.009753,-5661342.839862,3108531.681728,-0.318565,0.458430,-0.796540,0.232123,4.189615,0.000000,5.356037,784.631902,-825.144060,512.836315,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
183.00,980411.507946,-5661425.308847,3108582.944049,-0.318728,0.458383,-0.796475,0.232217,4.191796,0.000000,5.354330,784.981932,-824.689849,512.623211,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
183.10,980490.041161,-5661507.732392,3108634.185051,-0.318890,0.458336,-0.796411,0.232310,4.193976,0.000000,5.352622,785.332153,-824.235455,512.410025,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
183.20,980568.609418,-5661590.110480,3108685.404727,-0.319052,0.458288,-0.796346,0.232403,4.196155,0.000000,5.350914,785.682564,-823.780878,512.196757,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
183.30,980647.212734,-5661672.443092,3108736.603068,-0.319214,0.458241,-0.796281,0.232497,4.198334,0.000000,5.349205,786.033166,-823.326117,511.983408,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
183.40,980725.851130,-5661754.730209,3108787.780065,-0.319376,0.458194,-0.796216,0.232590,4.200512,0.000000,5.347495,786.383958,-822.871173,511.769977,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
183.50,980804.524624,-5661836.971814,3108838.935712,-0.319538,0.458146,-0.796151,0.232683,4.202690,0.000000,5.345783,786.734941,-822.416045,511.556464,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
183.60,980883.233236,-5661919.167887,3108890.069999,-0.319700,0.458099,-0.796085,0.232777,4.204866,0.000000,5.344072,787.086114,-821.960733,511.342869,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
183.70,980961.976983,-5662001.318411,3108941.182918,-0.319863,0.458051,-0.796020,0.232870,4.207042,0.000000,5.342359,787.437477,-821.505237,511.129192,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
183.80,981040.755886,-5662083.423366,3108992.274461,-0.320025,0.458004,-0.795955,0.232963,4.209217,0.000000,5.340645,787.789031,-821.049558,510.915433,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
183.90,981119.569964,-5662165.482736,3109043.344620,-0.320187,0.457957,-0.795890,0.233056,4.211392,0.000000,5.338930,788.140775,-820.593695,510.701592,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
184.00,981198.419235,-5662247.496501,3109094.393387,-0.320349,0.457909,-0.795825,0.233150,4.213566,0.000000,5.337215,788.492708,-820.137647,510.487670,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
184.10,981277.303718,-5662329.464642,3109145.420754,-0.320511,0.457862,-0.795760,0.233243,4.215739,0.000000,5.335498,788.844832,-819.681416,510.273665,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
184.20,981356.223432,-5662411.387142,3109196.426712,-0.320673,0.457814,-0.795694,0.233336,4.217912,0.000000,5.333781,789.197146,-819.225001,510.059578,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
184.30,981435.178397,-5662493.263982,3109247.411252,-0.320835,0.457767,-0.795629,0.233429,4.220083,0.000000,5.332063,789.549649,-818.768401,509.845408,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
184.40,981514.168632,-5662575.095144,3109298.374368,-0.320997,0.457719,-0.795564,0.233523,4.222255,0.000000,5.330344,789.902342,-818.311617,509.631157,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
184.50,981593.194154,-5662656.880609,3109349.316050,-0.321159,0.457671,-0.795498,0.233616,4.224425,0.000000,5.328624,790.255224,-817.854649,509.416823,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
184.60,981672.254984,-5662738.620359,3109400.236291,-0.321321,0.457624,-0.795433,0.233709,4.226595,0.000000,5.326903,790.608297,-817.397496,509.202407,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
184.70,981751.351139,-5662820.314375,3109451.135082,-0.321483,0.457576,-0.795367,0.233802,4.228764,0.000000,5.325182,790.961558,-816.940160,508.987909,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
184.80,981830.482640,-5662901.962638,3109502.012415,-0.321645,0.457529,-0.795302,0.233895,4.230932,0.000000,5.323459,791.315009,-816.482638,508.773328,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
184.90,981909.649505,-5662983.565132,3109552.868281,-0.321807,0.457481,-0.795236,0.233988,4.233100,0.000000,5.321735,791.668649,-816.024932,508.558665,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
185.00,981988.851753,-5663065.121836,3109603.702673,-0.321969,0.457433,-0.795171,0.234082,4.235266,0.000000,5.320011,792.022479,-815.567041,508.343919,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
185.10,982068.089403,-5663146.632732,3109654.515582,-0.322130,0.457386,-0.795105,0.234175,4.237433,0.000000,5.318286,792.376497,-815.108966,508.129091,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
185.20,982147.362473,-5663228.097803,3109705.307000,-0.322292,0.457338,-0.795040,0.234268,4.239598,0.000000,5.316560,792.730705,-814.650706,507.914181,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
185.30,982226.670984,-5663309.517029,3109756.076919,-0.322454,0.457290,-0.794974,0.234361,4.241763,0.000000,5.314833,793.085102,-814.192261,507.699187,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
185.40,982306.014952,-5663390.890392,3109806.825330,-0.322616,0.457243,-0.794908,0.234454,4.243927,0.000000,5.313105,793.439687,-813.733631,507.484111,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
185.50,982385.394398,-5663472.217874,3109857.552226,-0.322778,0.457195,-0.794843,0.234547,4.246090,0.000000,5.311376,793.794461,-813.274816,507.268953,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
185.60,982464.809341,-5663553.499455,3109908.257597,-0.322940,0.457147,-0.794777,0.234640,4.248253,0.000000,5.309647,794.149424,-812.815817,507.053711,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
185.70,982544.259798,-5663634.735119,3109958.941435,-0.323102,0.457099,-0.794711,0.234733,4.250415,0.000000,5.307916,794.504576,-812.356632,506.838387,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
185.80,982623.745790,-5663715.924845,3110009.603734,-0.323263,0.457051,-0.794645,0.234826,4.252576,0.000000,5.306185,794.859916,-811.897262,506.622980,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
185.90,982703.267334,-5663797.068615,3110060.244483,-0.323425,0.457004,-0.794579,0.234920,4.254737,0.000000,5.304452,795.215444,-811.437706,506.407491,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
186.00,982782.824451,-5663878.166412,3110110.863674,-0.323587,0.456956,-0.794514,0.235013,4.256897,0.000000,5.302719,795.571161,-810.977966,506.191918,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
186.10,982862.417157,-5663959.218216,3110161.461301,-0.323749,0.456908,-0.794448,0.235106,4.259056,0.000000,5.300985,795.927067,-810.518040,505.976262,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
186.20,982942.045473,-5664040.224009,3110212.037353,-0.323911,0.456860,-0.794382,0.235199,4.261214,0.000000,5.299250,796.283160,-810.057929,505.760524,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
186.30,983021.709418,-5664121.183772,3110262.591823,-0.324072,0.456812,-0.794316,0.235292,4.263372,0.000000,5.297514,796.639442,-809.597632,505.544702,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
186.40,983101.409009,-5664202.097487,3110313.124703,-0.324234,0.456764,-0.794250,0.235385,4.265529,0.000000,5.295778,796.995912,-809.137150,505.328798,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
186.50,983181.144266,-5664282.965135,3110363.635984,-0.324396,0.456716,-0.794184,0.235478,4.267685,0.000000,5.294040,797.352569,-808.676482,505.112810,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
186.60,983260.915207,-5664363.786698,3110414.125658,-0.324557,0.456668,-0.794118,0.235571,4.269841,0.000000,5.292302,797.709415,-808.215628,504.896739,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
186.70,983340.721852,-5664444.562157,3110464.593716,-0.324719,0.456620,-0.794052,0.235664,4.271996,0.000000,5.290563,798.066448,-807.754589,504.680585,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
186.80,983420.564219,-5664525.291493,3110515.040151,-0.324881,0.456572,-0.793985,0.235757,4.274150,0.000000,5.288822,798.423669,-807.293364,504.464347,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
186.90,983500.442327,-5664605.974689,3110565.464954,-0.325043,0.456524,-0.793919,0.235850,4.276303,0.000000,5.287081,798.781078,-806.831953,504.248027,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
187.00,983580.356194,-5664686.611724,3110615.868116,-0.325204,0.456476,-0.793853,0.235943,4.278456,0.000000,5.285339,799.138674,-806.370356,504.031623,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
187.10,983660.305840,-5664767.202581,3110666.249630,-0.325366,0.456428,-0.793787,0.236035,4.280608,0.000000,5.283597,799.496458,-805.908573,503.815136,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
187.20,983740.291283,-5664847.747242,3110716.609486,-0.325527,0.456380,-0.793721,0.236128,4.282760,0.000000,5.281853,799.854429,-805.446604,503.598565,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
187.30,983820.312542,-5664928.245687,3110766.947677,-0.325689,0.456332,-0.793654,0.236221,4.284910,0.000000,5.280108,800.212588,-804.984449,503.381911,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
187.40,983900.369635,-5665008.697898,3110817.264195,-0.325851,0.456284,-0.793588,0.236314,4.287060,0.000000,5.278363,800.570933,-804.522108,503.165173,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
187.50,983980.462581,-5665089.103856,3110867.559030,-0.326012,0.456236,-0.793522,0.236407,4.289209,0.000000,5.276617,800.929466,-804.059581,502.948352,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
187.60,984060.591400,-5665169.463542,3110917.832175,-0.326174,0.456188,-0.793455,0.236500,4.291358,0.000000,5.274869,801.288186,-803.596867,502.731448,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
187.70,984140.756109,-5665249.776939,3110968.083620,-0.326335,0.456140,-0.793389,0.236593,4.293506,0.000000,5.273121,801.647093,-803.133967,502.514459,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
187.80,984220.956728,-5665330.044027,3111018.313359,-0.326497,0.456091,-0.793322,0.236686,4.295653,0.000000,5.271372,802.006187,-802.670880,502.297387,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
187.90,984301.193275,-5665410.264788,3111068.521382,-0.326658,0.456043,-0.793256,0.236779,4.297799,0.000000,5.269623,802.365467,-802.207607,502.080232,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
188.00,984381.465768,-5665490.439202,3111118.707682,-0.326820,0.455995,-0.793189,0.236872,4.299945,0.000000,5.267872,802.724935,-801.744147,501.862993,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
188.10,984461.774227,-5665570.567253,3111168.872249,-0.326981,0.455947,-0.793123,0.236964,4.302090,0.000000,5.266120,803.084589,-801.280501,501.645669,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
188.20,984542.118670,-5665650.648919,3111219.015075,-0.327143,0.455898,-0.793056,0.237057,4.304234,0.000000,5.264368,803.444429,-800.816668,501.428263,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
188.30,984622.499116,-5665730.684184,3111269.136152,-0.327304,0.455850,-0.792989,0.237150,4.306378,0.000000,5.262615,803.804456,-800.352648,501.210772,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
188.40,984702.915583,-5665810.673028,3111319.235472,-0.327466,0.455802,-0.792923,0.237243,4.308520,0.000000,5.260860,804.164670,-799.888442,500.993197,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
188.50,984783.368090,-5665890.615433,3111369.313026,-0.327627,0.455754,-0.792856,0.237336,4.310663,0.000000,5.259105,804.525070,-799.424048,500.775538,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
188.60,984863.856655,-5665970.511380,3111419.368805,-0.327789,0.455705,-0.792789,0.237428,4.312804,0.000000,5.257349,804.885656,-798.959468,500.557796,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
188.70,984944.381298,-5666050.360850,3111469.402802,-0.327950,0.455657,-0.792723,0.237521,4.314945,0.000000,5.255593,805.246428,-798.494701,500.339969,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
188.80,985024.942037,-5666130.163825,3111519.415008,-0.328112,0.455608,-0.792656,0.237614,4.317085,0.000000,5.253835,805.607386,-798.029746,500.122059,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
188.90,985105.538890,-5666209.920285,3111569.405414,-0.328273,0.455560,-0.792589,0.237707,4.319224,0.000000,5.252076,805.968530,-797.564604,499.904064,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
189.00,985186.171876,-5666289.630213,3111619.374013,-0.328434,0.455512,-0.792522,0.237800,4.321362,0.000000,5.250317,806.329860,-797.099276,499.685985,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
189.10,985266.841013,-5666369.293589,3111669.320795,-0.328596,0.455463,-0.792455,0.237892,4.323500,0.000000,5.248557,806.691376,-796.633760,499.467822,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
189.20,985347.546321,-5666448.910394,3111719.245752,-0.328757,0.455415,-0.792388,0.237985,4.325637,0.000000,5.246796,807.053078,-796.168056,499.249574,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
189.30,985428.287818,-5666528.480611,3111769.148877,-0.328918,0.455366,-0.792321,0.238078,4.327774,0.000000,5.245033,807.414965,-795.702165,499.031243,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
189.40,985509.065522,-5666608.004220,3111819.030159,-0.329080,0.455318,-0.792254,0.238170,4.329909,0.000000,5.243271,807.777038,-795.236087,498.812827,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
189.50,985589.879451,-5666687.481202,3111868.889592,-0.329241,0.455269,-0.792187,0.238263,4.332044,0.000000,5.241507,808.139297,-794.769821,498.594326,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
189.60,985670.729625,-5666766.911538,3111918.727166,-0.329402,0.455221,-0.792120,0.238356,4.334178,0.000000,5.239742,808.501741,-794.303368,498.375742,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
189.70,985751.616062,-5666846.295211,3111968.542873,-0.329564,0.455172,-0.792053,0.238449,4.336312,0.000000,5.237977,808.864370,-793.836727,498.157073,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
189.80,985832.538781,-5666925.632201,3112018.336705,-0.329725,0.455124,-0.791986,0.238541,4.338445,0.000000,5.236210,809.227184,-793.369898,497.938319,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
189.90,985913.497799,-5667004.922489,3112068.108653,-0.329886,0.455075,-0.791919,0.238634,4.340577,0.000000,5.234443,809.590184,-792.902881,497.719481,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
190.00,985994.493136,-5667084.166057,3112117.858709,-0.330047,0.455027,-0.791852,0.238727,4.342708,0.000000,5.232675,809.953368,-792.435677,497.500558,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
190.10,986075.524810,-5667163.362885,3112167.586864,-0.330209,0.454978,-0.791785,0.238819,4.344839,0.000000,5.230906,810.316738,-791.968285,497.281551,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
190.20,986156.592839,-5667242.512956,3112217.293110,-0.330370,0.454929,-0.791717,0.238912,4.346968,0.000000,5.229136,810.680292,-791.500704,497.062459,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
190.30,986237.697242,-5667321.616249,3112266.977438,-0.330531,0.454881,-0.791650,0.239004,4.349098,0.000000,5.227365,811.044031,-791.032936,496.843282,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
190.40,986318.838037,-5667400.672747,3112316.639841,-0.330692,0.454832,-0.791583,0.239097,4.351226,0.000000,5.225594,811.407956,-790.564980,496.624021,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
190.50,986400.015244,-5667479.682431,3112366.280308,-0.330853,0.454783,-0.791515,0.239190,4.353354,0.000000,5.223821,811.772064,-790.096835,496.404675,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
190.60,986481.228880,-5667558.645281,3112415.898832,-0.331015,0.454735,-0.791448,0.239282,4.355481,0.000000,5.222048,812.136358,-789.628502,496.185244,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
190.70,986562.478963,-5667637.561279,3112465.495405,-0.331176,0.454686,-0.791380,0.239375,4.357607,0.000000,5.220274,812.500835,-789.159981,495.965728,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
190.80,986643.765513,-5667716.430406,3112515.070018,-0.331337,0.454637,-0.791313,0.239467,4.359733,0.000000,5.218499,812.865497,-788.691272,495.746127,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
190.90,986725.088547,-5667795.252643,3112564.622662,-0.331498,0.454588,-0.791246,0.239560,4.361857,0.000000,5.216723,813.230344,-788.222374,495.526441,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
191.00,986806.448085,-5667874.027972,3112614.153329,-0.331659,0.454539,-0.791178,0.239653,4.363982,0.000000,5.214946,813.595375,-787.753287,495.306671,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
191.10,986887.844144,-5667952.756373,3112663.662011,-0.331820,0.454491,-0.791110,0.239745,4.366105,0.000000,5.213169,813.960589,-787.284013,495.086815,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
191.20,986969.276743,-5668031.437828,3112713.148698,-0.331981,0.454442,-0.791043,0.239838,4.368228,0.000000,5.211390,814.325988,-786.814549,494.866874,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
191.30,987050.745900,-5668110.072318,3112762.613383,-0.332142,0.454393,-0.790975,0.239930,4.370350,0.000000,5.209611,814.691571,-786.344897,494.646849,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
191.40,987132.251633,-5668188.659824,3112812.056057,-0.332303,0.454344,-0.790908,0.240023,4.372471,0.000000,5.207831,815.057338,-785.875056,494.426738,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
191.50,987213.793962,-5668267.200326,3112861.476711,-0.332464,0.454295,-0.790840,0.240115,4.374591,0.000000,5.206049,815.423289,-785.405026,494.206542,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
191.60,987295.372905,-5668345.693807,3112910.875337,-0.332626,0.454246,-0.790772,0.240208,4.376711,0.000000,5.204267,815.789423,-784.934808,493.986260,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
191.70,987376.988479,-5668424.140247,3112960.251926,-0.332787,0.454197,-0.790705,0.240300,4.378830,0.000000,5.202485,816.155741,-784.464400,493.765893,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
191.80,987458.640703,-5668502.539627,3113009.606470,-0.332948,0.454149,-0.790637,0.240393,4.380948,0.000000,5.200701,816.522243,-783.993804,493.545442,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
191.90,987540.329596,-5668580.891929,3113058.938961,-0.333108,0.454100,-0.790569,0.240485,4.383066,0.000000,5.198916,816.888928,-783.523018,493.324904,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
192.00,987622.055175,-5668659.197134,3113108.249389,-0.333269,0.454051,-0.790501,0.240578,4.385183,0.000000,5.197131,817.255796,-783.052044,493.104282,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
192.10,987703.817460,-5668737.455222,3113157.537746,-0.333430,0.454002,-0.790433,0.240670,4.387299,0.000000,5.195345,817.622848,-782.580880,492.883573,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
192.20,987785.616469,-5668815.666174,3113206.804024,-0.333591,0.453953,-0.790365,0.240763,4.389414,0.000000,5.193558,817.990083,-782.109527,492.662780,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
192.30,987867.452219,-5668893.829973,3113256.048214,-0.333752,0.453904,-0.790297,0.240855,4.391529,0.000000,5.191770,818.357501,-781.637985,492.441901,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
192.40,987949.324729,-5668971.946598,3113305.270308,-0.333913,0.453854,-0.790229,0.240947,4.393643,0.000000,5.189981,818.725102,-781.166253,492.220936,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
192.50,988031.234018,-5669050.016031,3113354.470296,-0.334074,0.453805,-0.790161,0.241040,4.395756,0.000000,5.188191,819.092886,-780.694332,491.999886,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
192.60,988113.180103,-5669128.038254,3113403.648171,-0.334235,0.453756,-0.790093,0.241132,4.397869,0.000000,5.186401,819.460854,-780.222222,491.778750,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
192.70,988195.163003,-5669206.013246,3113452.803924,-0.334396,0.453707,-0.790025,0.241225,4.399981,0.000000,5.184609,819.829003,-779.749922,491.557528,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
192.80,988277.182737,-5669283.940989,3113501.937546,-0.334557,0.453658,-0.789957,0.241317,4.402092,0.000000,5.182817,820.197336,-779.277432,491.336221,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
192.90,988359.239322,-5669361.821464,3113551.049029,-0.334718,0.453609,-0.789889,0.241409,4.404202,0.000000,5.181024,820.565851,-778.804752,491.114828,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
193.00,988441.332777,-5669439.654653,3113600.138364,-0.334878,0.453560,-0.789821,0.241502,4.406311,0.000000,5.179230,820.934549,-778.331883,490.893349,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
193.10,988523.463120,-5669517.440535,3113649.205542,-0.335039,0.453511,-0.789753,0.241594,4.408420,0.000000,5.177435,821.303429,-777.858824,490.671784,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
193.20,988605.630369,-5669595.179093,3113698.250556,-0.335200,0.453461,-0.789684,0.241686,4.410528,0.000000,5.175639,821.672492,-777.385576,490.450134,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
193.30,988687.834543,-5669672.870306,3113747.273396,-0.335361,0.453412,-0.789616,0.241779,4.412636,0.000000,5.173842,822.041737,-776.912137,490.228397,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
193.40,988770.075659,-5669750.514157,3113796.274053,-0.335522,0.453363,-0.789548,0.241871,4.414742,0.000000,5.172045,822.411164,-776.438508,490.006575,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
193.50,988852.353736,-5669828.110626,3113845.252520,-0.335682,0.453314,-0.789479,0.241963,4.416848,0.000000,5.170247,822.780773,-775.964690,489.784666,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
193.60,988934.668793,-5669905.659694,3113894.208787,-0.335843,0.453264,-0.789411,0.242056,4.418954,0.000000,5.168448,823.150565,-775.490681,489.562671,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
193.70,989017.020847,-5669983.161342,3113943.142846,-0.336004,0.453215,-0.789343,0.242148,4.421058,0.000000,5.166647,823.520538,-775.016482,489.340591,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
193.80,989099.409916,-5670060.615552,3113992.054688,-0.336165,0.453166,-0.789274,0.242240,4.423162,0.000000,5.164847,823.890693,-774.542093,489.118424,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
193.90,989181.836019,-5670138.022303,3114040.944305,-0.336325,0.453116,-0.789206,0.242332,4.425265,0.000000,5.163045,824.261030,-774.067513,488.896171,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
194.00,989264.299174,-5670215.381577,3114089.811689,-0.336486,0.453067,-0.789137,0.242425,4.427367,0.000000,5.161242,824.631549,-773.592743,488.673832,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
194.10,989346.799399,-5670292.693355,3114138.656829,-0.336647,0.453018,-0.789069,0.242517,4.429468,0.000000,5.159439,825.002249,-773.117783,488.451407,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
194.20,989429.336712,-5670369.957619,3114187.479719,-0.336807,0.452968,-0.789000,0.242609,4.431569,0.000000,5.157635,825.373131,-772.642632,488.228895,0.0000,0.0000,0.8500,0.8500,0.8500,0.8500,0.0000
